index,positionName,companyShortName,city,companySize,education,financeStage,industryField,salary,workYear,hitags,companyLabelList,job_detail,Python,SQL,Tableau,Excel,SPSS/SAS
211,数据分析处理专家,企企科技,北京,150-500人,本科,A轮,企业服务,40.0,10年以上,,"[""年底双薪"",""股票期权"",""绩效奖金"",""带薪年假""]","
        职责描述：
1. 负责对运营数据需求、应用数据需求进行分析和规划，并提供可行的解决方案或优化方案，并推进落地
2. 参与并审核平台公共及应用领域的模型设计，并优化已有的不合理的设计
3. 负责根据收集的运营数据的分析，及时发现故障并进行排查，能及时准确的定位问题根源
4. 负责分析、监控数据库的性能问题， 提供相应的监控指标，对数据库性能持续优化
任职要求：
1.8年以上的软件行业工作经验， 3年以下的数据分析经验
2.具备大数据平台项目及大数据应用项目的项目管理经验，熟悉大数据平台、工具、大数据应用总体架构，具备全局规划能力
3.熟悉hadoop/spark、mongodb、redis、mq、mesos、storm等开源项目，从事过分布式系统的设计、开发、调优工作优先；
4.具有大数据开发与应用经验者优先，具有性能优化经验优先；
        ",0,0,0,0,0
212,数据分析师,人人公司,北京,2000人以上,本科,上市公司,社交,20.0,3-5年,,"[""五险一金"",""通讯津贴"",""带薪年假"",""绩效奖金""]","
岗位职责：
1、 深入了解业务，负责客户、sales、leads多维度运营指标体系建设
2、 负责客户增长、留存、分集、推荐等策略方向，并推进策略切实落地。
3、 统筹规划产品线销售业绩预算，并追踪达成分析，诊断业务问题，提出改进意见。
4、 与海外销售及市场团队配合，数据运营驱动业务拓展，制定销售策略及销售管理制度，提升销售业绩。
 
任职要求：
1、本科及以上学历，计算机专业、经济学统计学或相关专业毕业，重点院校、海外留学背景优先考虑；
2、很强的商业洞察能力，数字敏感性与逻辑思维能力；
3、对统计学、运筹学、机器学习等各种定量方法有较深入理解，能以合适的分析框架解决各种复杂问题，包括策略设计、数学建模；
4、熟练使用python，r等分析工具和办公软件，有一定编程能力；
5、追求卓越，锐意创新，能快速接收和学习新知识。
",1,0,0,0,0
213,1121UJ-资深数据分析师（北京）,平安科技,北京,2000人以上,本科,不需要融资,金融,27.0,5-10年,,"[""六险一金"",""扁平化管理"",""丰厚年终"",""丰富技术交流""]","
        工作职责
1、建立c端产品的用户数据体系，包括用户分层，用户转化路径等
2、负责c端产品的基础数据闭环体系承建（打点，统计，可视化建设等），分析，挖掘，通过有效数据评估对产品设计和运营活动进行持续优化提案
3、负责构建c端产品和运营数据评估体系，策略模型搭建，熟悉互联网产品的用户增长策略，通过用户行为挖掘和分析，探索用户增长点
任职要求
1.本科学历，3年以上工作经验
2、精通sql，python，熟悉常用脚本语言，具备独立进行大数据的数据抓取、预处理，分析和汇报能力。
3、具有较好的数据分析，抽象理解能力，了解常用的分类算法，如决策树、随机森林、k-means聚类等分类模型
4、思维敏捷，良好的逻辑分析能力，对数据敏感
5、具有机器学习，统计学，c端产品数据打点等相关工作经历者优先
6、良好的沟通及组织能力，优秀的规划力和执行力，善于合作协同，抗压能力强
        ",1,1,0,0,0
215,大数据分析师,鲸准,北京,150-500人,本科,D轮及以上,数据服务,22.5,3-5年,,"[""年底双薪"",""专项奖金"",""带薪年假"",""定期体检""]","
        职位描述：
工作职责: 
1.负责对金融数据库数据的整理、清洗和校验； 
2.负责和下游数据合作伙伴的对接和沟通； 
3.负责公司数据库的数据产品规划，制定产品功能和数据规划，协同各方资源 
保证数据落库、数据持续稳定更新和提高数据库质量； 
4.汇总产品和项目的数据需求，并将需求转换为数据产品，包括数据模型、表 
设计、表间关联关系、加工规则、清洗规则和prd文档撰写，确保数据库的准确 
性和稳定性，推动项目高效上线； 
5.深入了解金融数据库，可以从金融数据专业的角度给出合理的建议。 
任职资格: 
1.全日制本科及以上学历，计算机、统计、数学、经济、金融、会计类专业； 
2.2年以上数据分析或产品建设经验； 
3.熟悉金融市场基础知识，比如证券日行情数据，财务数据，私募股权数据等； 
4.对数据清洗、数据搭建和校验有一定的经验； 
5.能够使用数据库语言自行查询数据（sql,python） 
6.适应能力强和责任心强，工作认真细致，有条理，可承担一定的工作压力。
        ",1,1,0,0,0
216,金融数据分析师/双休五险,储慧国际咨询,北京,150-500人,不限,未融资,金融,12.0,不限,,[],"
        任职要求： 
1、年龄：20-55岁，五官端正，性格开朗，善于沟通， 
2、热爱金融行业，有励志于长期发展这个行业的意愿 
3、接受免费统一的专业学习培训和模拟训练； 
4、认同公司的发展理念，愿意与公司共同发展，具有很强的工作责任心和团队合作精神。 
5、需要具备良好的分析判断能力
6、可接受公司安排的因公出差，出国深造 
        ",0,0,0,0,0
217,数据分析师,泰康保险集团,北京,2000人以上,本科,不需要融资,金融,30.0,3-5年,,"[""交通补助"",""午餐补助"",""带薪年假"",""定期体检""]","
        岗位职责
1、负责集团bi系统建设，满足公司各个团队的核心业务数据分析需求，同时抽象出更高层次的数据逻辑，反向指导业务方向；
2、快速充分理解各个业务方需求，制定和迭代数据产品方案，包括但不限于数据可视化、数据订阅、查询工具； 
3、深入理解其业务需数据需求和分析体系，抽象出对数据基础设施和中间库表的优化方案，提高数据服务效率，完善数据中台能力；
4、结合集团数据发展，制定并实施数据治理与数据管理策略；
岗位要求
1.负责bi产品功能的用户需求分析、业务流程设计，产品方案设计和评审等；
2.承担一个或多个功能模块的目标，监控产品开发进度，推动产品的技术实现，把控产品开发设计质量和效率；
3.熟悉数据管理整体知识和架构、能独立领导项目完成指标体系建设；
4.年以上产品设计或商业数据分析工作经验，有bi产品建设经验，具备良好的数据敏感度、业务视野及bi平台规划搭建、项目落地能力，注重良好用户体验；
5.深度使用过td、神策、gio等任1个数据分析产品的优先
我们能享受到： - 园林般的工作环境，经常作为电视剧拍摄外景地； - 免费的通勤班车； - 自有员工食堂，由湘鄂情旗下品牌入驻，提供早餐-夜宵全天候服务； - 健身房（器械+跑步机+瑜伽室+动感单车+台球+桌上足球+乒乓球...）、篮球场、网球场； - 温馨的生日卡+丰厚的过节卡； - 专业公司量身定制的春夏秋冬职业套装； - 休闲时光：水吧+图书室+散布在职场各处的休息区。 期待你的到来~
        ",0,0,0,0,0
218,临床数据分析员,艾迪泰科,北京,150-500人,本科,不需要融资,其他,9.5,不限,,"[""带薪年假"",""弹性工作"",""午餐补助"",""六险一金""]","
技能要求：
sas，r语言，spss，医学
岗位职责:
1、根据cdisc标准在pm带领下完成数据标准化分析任务；
2、根据项目需求不断修改完善项目软件；
3、标准化过程中找到原始数据的问题并加以汇报；
4、确保项目的各阶段符合sop要求；
5、项目过程中与同事，上级，客户进行合理的中英文沟通。
职位要求：
1、本科以上学历，临床、流行病学、公共卫生、生物、医药、计算机、数学等专业优先考虑；
2、能够熟练应用编程软件比如sas, python开展编程工作,有sas经验者优先；
3、较强的英语听说读写能力；
4、熟悉cdsic相关知识和指导原则优先；
5、对数据有强烈的热情，细心，耐心，责任心强，自学能力强；
6、具有较强的沟通能力和团队合作精神，较强的逻辑思维能力；
7、能够适应变化的工作强度，很强的时间观念，客户服务意识；
8、抗压能力强，合理安排在多个项目多重时限下的工作优先级，按要求限期完成任务。
",1,0,0,0,1
219,数据分析师,大地云坞,北京,150-500人,本科,不需要融资,数据服务,16.5,1-3年,,[],"
一、岗位职责：
1、与相关工作人员做各类数据需求的对接，梳理需求方的业务数据需求
2、对业务进行抽象和结构化，构建业务数据分析体系，对运营数据进行整理、收集、建模等
3、进行数据监测、数据分析、数据挖掘，总结规律，提出业务优化建议
4、对运营情况、异常数据进行评估与预测，并提出合理化建议
5、与业务方合作，构建业务监控的指标体系自动化系统，实现产品化

二、任职资格：
1、1-3年数据分析/挖掘相关工作经验，互联网相关领域优先，应用数学，统计学，计算机, 经济学相关专业优先
2、精通机器学习中的预测模型，如logistic/regression/神经网络，svm/及决策树等
3、具备大数据的处理能力，掌握hive、sql等相关数据提取工具，熟练使用r或python、excel、sas/spss、ppt等工具
4、具有较强的思维逻辑能力，良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析、挖掘、建模的经验
5、一定的抗压能力和和团队精神；具备良好的沟通协调能力
",1,1,0,1,1
220,数据分析师,普梅尔森,北京,15-50人,本科,不需要融资,企业服务,17.5,3-5年,,[],"
        岗位职责：
1.针对业务数据分析（会员数据／交易数据／kpi数据），能够多维度的解读数据结果，并对业务从数据观察的层面提出建议；
2.根据业务发展需要，向研发部门提出业务部门数据自动化平台的需求。
岗位要求：
1. 需要熟练应用excel，有零售业或快消品行业的数据分析经验。
2. 3年以上数据分析经验
3. 思维逻辑清晰
        ",0,0,0,1,0
221,数据分析师,博乐科技,北京,500-2000人,本科,不需要融资,移动互联网,19.5,1-3年,,"[""节日礼物"",""年底双薪"",""绩效奖金"",""岗位晋升""]","
        工作内容：

1. 游戏内日常数据监控、预警、分析工作，及时了解产品的数据状态，并对产品设计及运营提供有力数据支持;
2. 定向活动以及功能分析，根据历史数据给出活动及功能制定建议，并对上线后表现分析总结，给出合理改进优化建议；
3. 开展专题式产品及用户行为深度分析挖掘，分析建模、数据检验、得出有效结论，为产品调优、运营策略制定提供决策支持

任职资格：
1. 本科以上学历，有相关游戏或互联网数据分析经验优先；
2. 熟练使用sql语句、excel，掌握python、r、sas等其中一种分析工具；
3. 良好的沟通能力、部门协作以及团队协调能力；
4. 具有一定的数据挖掘、建模、预测能力，可独立对用户行为数据进行深入挖掘者优先；
5.数据敏感度高，数学相关专业、统计学专业优先

",1,1,0,1,1
222,数据分析师（广告销售团队）,趣头条,北京,500-2000人,本科,上市公司,文娱丨内容,30.0,3-5年,,"[""专项奖金"",""带薪年假"",""弹性工作"",""管理规范""]","
        岗位职责：
1. 负责趣头条广告销售管理相关工作，包括渠道政策及销售绩效考核体系的规划及制订；
2. 搭建趣头条广告销售数据体系，推动数据产品化，同时提供具有指导性的数据分析报告；

岗位要求：
1. 大学本科及以上学历；
2. 3年以上销售管理、政策制定、数据分析等相关工作经验，有代理商渠道政策管理经验优先；
3. 具备优秀的数据分析能力、独立解决问题的能力，善于沟通，精通sql，并熟练操作excel、powerpoint等办公软件；
4. 优秀的语言和文字表达能力，快速的学习理解和沟通协作能力，富有创新精神，敢于自我挑战，具有良好的沟通协调能力和执行能力。
        ",0,1,0,1,0
223,销售管理（数据分析&amp;渠道管理方向）,趣头条,北京,500-2000人,本科,上市公司,文娱丨内容,27.5,3-5年,,"[""专项奖金"",""带薪年假"",""弹性工作"",""管理规范""]","
        岗位职责：
1. 负责趣头条广告销售管理相关工作，包括渠道政策及销售绩效考核体系的规划及制订；
2. 搭建趣头条广告销售数据体系，推动数据产品化，同时提供具有指导性的数据分析报告；

岗位要求：
1. 大学本科及以上学历； 
2. 3年以上渠道政策制定、数据分析等相关工作经验，有代理商渠道政策管理经验优先； 
3. 具备优秀的数据分析能力、独立解决问题的能力，善于沟通，精通sql，并熟练操作excel、powerpoint等办公软件； 
4. 优秀的语言和文字表达能力，快速的学习理解和沟通协作能力，富有创新精神，敢于自我挑战，具有良好的沟通协调能力和执行能力。
        ",0,1,0,1,0
224,数据分析师,红布林,北京,150-500人,本科,B轮,电商,21.5,3-5年,,"[""股票期权"",""带薪年假"",""弹性工作"",""五险一金""]","
        职位职责：
1.深入理解业务，负责运营数据分析工作；
2.跟进运营数据需求，协助搭建日常报表；
3.通过数据产出分析结果和运营策略。

职位要求：
1.数据处理能力强，熟练操作相关软件，熟练使用sql，可以使用 python/r中的一种或多种。
2.了解并可以使用常见的数据挖掘模型；对数据敏感，有较强的逻辑思维，对商业和市场有一定洞察能力。
3.有较好的数据敏感性，有互联网公司用户运营和数据分析经验者优先。
4.有电商从业经验者优先。

",1,1,0,0,0
227,数据分析师,医联,北京,500-2000人,本科,D轮及以上,社交,22.0,3-5年,,"[""专项奖金"",""绩效奖金"",""岗位晋升"",""扁平管理""]","
        职位描述：
1、通过对数据的敏锐洞察以及定性和定量分析，迅速定位内部问题或发现机会； 
 2、负责日常数据分析及监控，针对异常情况协调资源进行跟踪和深入分析；  3、能根据实际业务完成较深入的专项数据分析，并形成数据分析报告；  
4、负责数据分析体系建设和完善，挖掘流量、产品、策略方面的商业变现机会，驱动业务发展；

任职要求： 
1、计算机/统计学/数学等相关专业统招本科及以上学历，在用户增长/产品优化/商业分析/广告投放方向上具有3年以上相关经验者优先；
 2、对数据敏感，逻辑严谨，结构化思维，工作自驱，擅长沟通；
 3、有互联网或咨询从业经验，对互联网产品兴趣浓厚，深入理解业务逻辑； 4、熟练使用sql/excel/python/r等数据分析和统计分析工具。
5、有医疗行业经验更佳
        ",1,1,0,1,0
228,数据分析师,易鉴科技,北京,150-500人,本科,B轮,电商,21.5,5-10年,,[],"
        职位描述：
1、 独立负责电商业务模块的数据埋点、数据支持、数据分析工作，提供正确数据和定性结论；
2、负责活动运营的数据获取、数据分析工作，按活动复盘，提供评估报告；
3、站在品牌角度，建立品牌用户的评价模型，并配合用户运营策略和产品策略，进行效果监控，以及提出改进意见；
4、站在产品角度，评估产品功能痛点，促进产品迭代，评估迭代效果；

职位要求：
1、熟练使用sql等数据库查询语言，统计基础扎实；
2、一年以上电商行业工作经验；
3、一年以上移动端产品运营数据分析经验；
4、本科以上学历，经济学、统计学、计算机等和数据处理高度相关专业； 
5、擅长与内、外部合作团队交流沟通，有跨部门跨团队项目推动力，快速响应需求，拥抱变化；
        ",0,1,0,0,0
229,数据分析师,烁石科技,北京,150-500人,本科,A轮,金融,15.0,1-3年,,[],"
        岗位职责：
1.负责为内外部团队数据查询、分析、解释和沟通需求以及信用风险相关的定量及定性数据分析领域提供决策支持；
2.熟悉运用数据分析工具、负责信贷风控数据的分析，及时准确的完成各项分析需求，对信贷风控数据进行深入的刨铣，为风控策略的阈值确定提供足够的数据分析支持；
3.参与风控策略测试工作，对相关测试进行深入的数据分析和结果测算，根据分析结论选择最优的策略组合；
4.建设业务相关的数据库表，对业务线日常监测，并提供日报、周报等量化分析报表、并定期评估业务线整体风险情况；
5.负责领导交给的其他数据分析、报表制作等工作
任职要求：
1.熟练使用mysql/sas/r/excel等统计挖掘、数据分析工具，有python的使用经验优先；
2.具备数据策略分析2年以上工作经验；对于互联网信贷量化风控与建模技术有专研者优先；
3.数学、统计、金融、计算机等相关专业全日制本科及以上学历，
4.有责任心，可以承受较大的工作压力；富有团队合作精神、沟通能力强、执行力强
5.具备独立业务线分析者优先
        ",1,1,0,1,1
230,数据分析师,汽车之家,北京,2000人以上,本科,上市公司,汽车丨出行,22.5,5-10年,"[""6险1金""]","[""技能培训"",""节日礼物"",""带薪年假"",""绩效奖金""]","
岗位职责：
1. 与业务部门沟通掌握业务和产品动态、与bd沟通及时准确了解厂商需求；
2. 通过对海量数据的分析挖掘，负责产品前期的探索性分析和产品化
3. 参与大数据挖掘工作，从网站运营、营销传播、用户分析等方向为客户（汽车厂商）提供数据分析服务，并根据分析结果提出决策建议
4. 完成数据产品的底层数据监控体系，建立预警机制；
5. 协调数据运营、三反、数据安全等部门做好数据质量和数据安全工作；
 
岗位要求：
1. 本科以上学历，社会学、经济学、统计学、计算机等和数据处理高度相关专业，3年或以上互联网行业同等岗位工作经验；扎实的统计学、数据挖掘理论基础
2. 具有良好的商业敏感度和优秀的数据分析技能，能够开发创新而实际的分析方法以解决复杂的商业问题；具有优秀的报告讲解能力及沟通能力
3. 有互联网数据分析、运营优化相关背景；有网站用户行为研究和数据挖掘经验者优先，有搭建数据库经验优先拥有海量数据处理经验者优先
4. 熟练使用spss、sas、r等数据分析挖掘软件；熟悉hive，熟练使用sql等数据库查询语言；
5. 具有较强结构化思维、逻辑思维能力，良好的沟通执行力。
",0,1,0,0,1
231,数据分析专员,好租,北京,500-2000人,本科,C轮,消费生活,9.0,1-3年,,"[""绩效奖金"",""带薪年假"",""定期体检"",""股票期权""]","
        岗位职责： 
1.负责协助相关人员进行数据产品的搭建，基础数据清洗、分析、算法验证及优化；
2.根据业务策略及需求，对海量的数据进行生产，同时建立生产标准及体系；
3.能够独立承担复杂的分析任务，并对关键分析思路进行产品化;
4.通过分析数据，挖掘行业发展规律，对相关指标周期性趋势进行解读;
5.根据客户需求及数据产品需求提供数据分析及建模支持； 
6.对公司发布的月度、季度、半年度、年度行业报告和专题报告、进行数据支持；
7.完成上级交办的其他工作。
任职要求：
1. 本科及以上学历，计算机、数学、统计学、经济学专业者优先，数理基础扎实
2. 精通spss/python/sas至少一种分析工具，精通mysql查询语言
3. 对数据敏感，善于发现多者关系项的逻辑关联，有刨根问底、怀疑权威、证明真伪的科学分析习惯
4. 具有较强的逻辑思考能力和书面表达能力 
加分项：
1. 掌握通用网络爬虫技术
2. 有一年及以上房地产相关工作经验
        ",1,1,0,0,1
232,02316O-数据分析专家（用户增长方向）,平安人寿,北京,2000人以上,本科,上市公司,金融,37.5,3-5年,,"[""绩效奖金"",""带薪年假"",""定期体检"",""节日礼物""]","
        工作职责
用户增长专家 岗位职责：
1. 负责平安保险、金融产品的用户增长设计，输出增长策略或者为策略输出作支撑；
2. 从数据出发，研究不同媒体推广方式，追求有效获取新用户的渠道；
3. 研究用户行为，分析用户画像，参与用户获取、转化、留存、召回等核心产品指标的优化，通过数据分析得出关键结论；
4. 紧跟市场动向，跟进销售线索，核算投放成本；
5. 关注行业内的增长策略，探索新的增长方向；
任职要求
岗位技能：
1. 本科及以上学历，有用户增长工作经验，具备良好的数据分析及策略提炼能力；
2. 了解常见的用户增长策略，有相对成熟的用户增长方法论，并能因地制宜的开展实施；
3. 对用户有深刻洞察，能站在用户角度思考；
4. 优秀的逻辑思维能力，知识面广，学习力强，善于团队协作和项目管理，推进能力强；
        ",0,0,0,0,0
233,高级数据分析师--3188,爱奇艺,北京,2000人以上,本科,上市公司,文娱丨内容,35.0,3-5年,,"[""绩效奖金"",""五险一金"",""交通补助"",""带薪年假""]","
岗位职责:
1、负责短视频业务的数据分析工作，对产品、运营、用户增长数据进行分析、监测、统计，并形成指标体系；
2、分析挖掘用户需求，形成分析报告，为产品改进提供数据支持和决策建议；
3、优化改进现有的数据统计和报表系统，提升分析效率；
4、构建短视频业务的竞品数据跟踪体系，产出行业分析数据，对齐业务发展目标。
任职要求:
1、3年以上工作经验，本科及以上学历，数学、统计学、计算机相关专业优先；
2、精通 sql，熟练使用excel或sas/spss等统计分析工具； 
3、具有较好的数据分析，抽象理解能力，有大型互联网公司数据分析经验、互联网数据建模分析经验者优先；
4、良好的沟通及组织能力，优秀的规划力和执行力，善于合作协同，抗压能力强。
 
温馨提示：
如果7天内您没有收到爱奇艺的面试邀请，那么目前我们不会安排您参加后续的面试环节，感谢您的理解和对爱奇艺的关注与认可。
",0,1,0,1,1
234,数据分析师,知乎,北京,500-2000人,本科,D轮及以上,社交,22.5,1-3年,,"[""年底双薪"",""股票期权"",""带薪年假"",""定期体检""]","
        1. 对内容社区型互联网产品有一定了解，能从行业趋势、产品形态、内容调性等角度，给业务方方向与业务模式的建议；
2. 结合业务实际，产出能落地的业务优化分析报告和策略；
3. 沉淀分析思路与框架，梳理数据需求，规划数据埋点和数据可视化报表；

任职要求
- 本科及以上，国内外一线互联网公司、咨询公司或投行 3 年以上工作经验
- 对数据和商业敏感，具备对复杂商业问题的系统拆解与逻辑推演能力，连点成面，洞见深刻
- 对统计知识，实验方法有深入了解
- 熟悉sql，具备优秀数据处理能力；建模熟悉r、python的一种；可视化熟悉tableau、excel的一种
- 加分项：渠道分发策略分析和优化经验
        ",1,1,1,1,0
235,商业数据分析师,Games Vessel,北京,50-150人,本科,不需要融资,游戏,15.0,3-5年,,"[""定期体检"",""绩效奖金"",""弹性工作"",""扁平管理""]","
        岗位职责：
1、深入了解业务，建立合理有效的项目预决算、关键业务指标和分析体系，给予业务部门有效建议并推进解决方案，优化相关业务财务流程，深度支持业务决策和过程管理；
2、对于成本测算、商业定价、健康度评估，建立规范的通用模型，按期出具多维度的项目分析数据及业务运营情况，监督业务完成kpi；
3、参与业务部门的项目的整体成本测算；
4、建立业务模型，以数据驱动业务绩效提升，设定合理的指标评价体系，优化成本管控方式，形成成本管理标准和方法，持续与业务建立双向反馈机制；
5、根据业务的需求，改进报告体系，提高报告系统的整体有效性，划小核算单元，为事业部的管理提高数字可视度，为决策提供有力支持和分析。

任职要求：
1、本科及以上学历，经济、财务、会计、金融等相关专业；
2、财务分析、财务运营支持工作经验优先；
3、诚实勤奋，善于沟通，具有高度的责任感，较强的组织协调能力；
4、较强的数据分析能力、清晰的思维逻辑，具备财务建模能力；
5、熟练使用各类办公软件，精通excel和ppt。
        ",0,0,0,1,0
236,数据分析(J10227),阿芙精油,北京,500-2000人,本科,C轮,电商,20.0,1-3年,,"[""美女多"",""帅哥多"",""免费班车"",""扁平管理""]","
        工作职责:
1、建设业务bi报表，不断评估和优化业务分析模型，能够将各项业务进行量化评估；
2、负责分析店铺各类数据，活动专题分析，并针对各类问题提出解决方案和营销方案；
3、撰写数据分析报告，为公司运营决策、销售策略提供数据支持。

任职资格:
学历：本科以上，985/211优先
专业：数学、统计学、计算机相关专业优先，
经验：1年及以上电商行业的数据分析经验，对数字高度敏感及逻辑分析能力强，有化妆品行业经验优先；
技能：熟练使用excel、ppt，sql，使用过bi工具，懂python更佳。
        ",1,1,0,1,0
237,数据分析师,数城未来,北京,15-50人,本科,未融资,数据服务,14.0,不限,,"[""弹性工作"",""扁平管理"",""技能培训"",""岗位晋升""]","
主要职责：
·         负责城市规划、建筑、交通、环保、房地产及工业领域的时空数据挖掘和分析；
·         负责统计、机器学习及深度学习算法模型开发；
·         参与基于webgis的数据可视化开发。
 
职位要求：
·         硕士或以上学历，计算机、统计学、城市规划、地理信息科学等相关专业，有国外留学经验者优先；
·         熟练掌握python，熟悉pandas、scikit-learn等主流分析模块；
·         熟练掌握如mapboxgl、leaflet、echarts等主流webgis和数据可视化工具；
·         具有自然语言处理、图像识别等项目经验者优先；
·         具有城市时空数据处理经验者优先，熟悉arcgis者优先；
·         具有较强的学习能力和意愿，善于创新、思维活跃，具备良好的团队合作精神；
·         具有较强的英文读写能力者优先。
 
工作地点：建国门国际大厦
数城未来致力于通过大数据挖掘城市问题，以空间的视角结合互联网技术实现可视化解读，助力城市决策并推动可持续发展，最终达成数据塑造城市未来的愿景。更多内容可登陆网站http://www.citydnatech.com或搜索微信公众号citydna。
团队小而精，年轻活跃，提供有竞争力的薪酬及福利待遇。
 

 
",1,0,0,0,0
238,金融数据分析师,中科聚信,北京,50-150人,本科,B轮,数据服务,10.0,不限,,[],"
        岗位目标：负责使用数据分析和挖掘技术，解决金融、电信、保险等泛金融机构的风险管理和合规、精准营销及客户分层、欺诈侦测与防控等业务问题。

岗位职责：
1、负责使用数据驱动探索性分析技术来创建和评估预测和决策模型，以解决金融，电信，保险等行业的各种业务问题。具体内容包括：设计，开发和部署各种统计和决策模型；
2、积极支持团队负责人对项目分析部分的管理，包括：项目计划，工作流，以及项目具体工作内容，确保客户的各种业务目标被纳入到分析计划中；
3、必要时与客户积极沟通分析结果，并负责将收集到的客户关注点反馈给团队领导进行解决；
4、参与对未知领域的探索和研究，对解决方法不断做出创新，并将这些方法应用于产品或工具的改善中。

岗位要求：
1、全日制本科及以上，硕士优先
2、】数学，统计学，运筹学，金融，经济等相关领域或同等工作经验
应届毕业生或有工作经验者；
3、优先考虑具有分析解决方案或咨询公司经验者，以及可熟练应用数据通过定量分析来解决业务问题者；
4、熟悉常用的分析软件，例如：python、sas、spss等；
5、性格活泼开朗，善于并勇于沟通，表达能力强；
6、熟悉文档撰写及汇报材料准备；
7、熟练的中英文能力。


",1,0,0,0,1
239,数据分析师-03,希为科技,北京,50-150人,本科,不需要融资,企业服务,20.5,1-3年,,"[""股票期权"",""带薪年假"",""绩效奖金"",""弹性工作""]","
岗位职责：

1.深入理解业务场景，通过数据分析和建模，设计数据模型和产品的业务逻辑，解决业务核心痛点；
2.参与银行数据智能产品的研发工作，建立包括个人风控评分模型、对公风控评分模型等在内的多个数据模型；
3.依托数据仓库，利用hive sql等查询语言、python等统计分析工具，进行数据的探索、清洗、特征工程、建模构建和评估；
4.输出规范的模型文档，包括但不限于数据诊断和探索说明、特征工程说明、模型说明及稳定性评估等，并协调模型的开发上线工作。

任职资格：

1.统计学、数学、计量经济学、计算机等相关专业，本科及以上学历；
2.熟悉数据仓库知识，掌握sql, hive等查询语言；
3.熟练掌握python等统计建模工具，熟悉r、sas等语言； 
4.掌握数据清洗、特征工程、模型建立和评估的规范建模流程，掌握常用的统计预测模型、数据挖掘模型； 
5.良好的沟通表达、协调整合能力，较高的责任心、担当能力； 
6.一年以上金融相关行业（行业从业或相关项目经验）工作经历，有银行数据建模经历者优先。
",1,1,0,0,1
241,临床数据分析员,艾迪泰科,北京,150-500人,本科,不需要融资,其他,9.5,不限,,"[""带薪年假"",""弹性工作"",""午餐补助"",""六险一金""]","
        技能要求：

sas，r语言，spss，医学

岗位职责:

1、根据cdisc标准在pm带领下完成数据标准化分析任务；

2、根据项目需求不断修改完善项目软件；

3、标准化过程中找到原始数据的问题并加以汇报；

4、确保项目的各阶段符合sop要求；

5、项目过程中与同事，上级，客户进行合理的中英文沟通。

职位要求：

1、本科以上学历，临床、流行病学、公共卫生、生物、医药、计算机、数学等专业优先考虑；

2、能够熟练应用编程软件比如sas, python开展编程工作,有sas经验者优先；

3、较强的英语听说读写能力；

4、熟悉cdsic相关知识和指导原则优先；

5、对数据有强烈的热情，细心，耐心，责任心强，自学能力强；

6、具有较强的沟通能力和团队合作精神，较强的逻辑思维能力；

7、能够适应变化的工作强度，很强的时间观念，客户服务意识；

8、抗压能力强，合理安排在多个项目多重时限下的工作优先级，按要求限期完成任务。
        ",1,0,0,0,1
242,数据分析师,动动,北京,50-150人,本科,B轮,医疗丨健康,22.5,1-3年,,"[""股票期权"",""世界顶级团队"",""扁平管理"",""六险一金""]","
职位诱惑：
年终奖金，期权激励，五险一金，补充医疗

职位描述：

【我们的动动情怀】
我们是慢点科技荣誉出品的动动/pacer，我们致力于用技术的手段来帮助全世界的普通人享受到健康并富有活力的生活。
动动/pacer是目前全球**一款同时在中国、美国及欧洲苹果appstore健康分类始终排名前10的应用，applewatch全球首批第三方应用。目前，动动/pacer已在全球积累了超过七千万用户，是继nike、fitbit、myfitnesspal之后全球最有潜力的移动健康创业公司。
我们有世界上最好的团队，我们共同的目标是通过做成一件对社会有价值的事情，来成就最好的自己。我们坚持以创造价值为首要任务，并坚信收益会随之而来。我们以团队的中长期利益最大化为原则，兼顾团队每一位成员的工作成果与努力过程的平衡，以及新老员工在公司发展不同时间阶段贡献的平衡。
如果你也有同样的热情，认同我们的价值观，那么不妨一试，接受更有挑战的工作，与我们一起创造移动健康领域的无限可能。

【职位描述】
基于海量用户数据的挖掘、分析、清洗，提炼核心结果；

【职位要求】
1. 统计、数学、物理、计算机、信息学院或相关专业本科及以上学历；
2.对数据有极强的敏感度，喜欢折腾数据并从数据中发现价值。强大的逻辑思考能力和快速的学习能力；
3.一年以上数据分析或数据挖掘经验。有互联网大数据分析经验者优先；
4.熟悉python/r、sql等语言，有使用科学计算类库或工具的经验者优先。

【我们所能给你的】
• 优秀团队，牛人指导，成长迅速。
• 全员mac。
• 丰厚薪资和期权，五险一金+补充医疗保险。 
• 早10点上班，错开早高峰，弹性工作时间，不打卡。
• 免费晚餐
• 水果零食不断，各种team building层出不穷。
",1,1,0,0,0
