index,positionName,companyShortName,city,companySize,education,financeStage,industryField,salary,workYear,hitags,companyLabelList,job_detail,Python,SQL,Tableau,Excel,SPSS/SAS
1105,数据分析师,微创软件,深圳,2000人以上,大专,不需要融资,企业服务,10.5,3-5年,,"[""绩效奖金"",""带薪年假"",""定期体检"",""弹性工作""]","
        岗位职责
1、负责微信游戏相关业务的数据上报规划和测试工作；
2、负责运营数据分析，协助输出可落地的运营指导建议；
3、协助数据开发进行相关报表开发、验收，维护数据字典；
4、跟进推动数据相关工作。

岗位要求：
1、熟练使用sql进行数据提取分析，3年以上相关工作经验；
2、熟悉excel、tableau等办公软件；
3、有较强的学习和逻辑思维能力，对数据敏感；
4、大专及以上学历，计算机相关专业。
        ",0,1,1,1,0
1106,数据分析专员,顺丰速运,深圳,2000人以上,本科,上市公司,物流丨运输,8.0,1-3年,,"[""年底双薪"",""绩效奖金"",""带薪年假"",""午餐补助""]","
岗位职责：1、输出经营报表，收入、货量管理，数据库管理与维护2、经营分析，根据公司发展，参照经营数据，做真题诊断，并提出改善建议3、协助中心负责人以及办公室主任，制定年度编制预算4、参与并协助上级，制作经营分析关键报告任职资格：1、本科及以上学历，物流管理相关专业，2年以上数据分析经历2、熟悉业务流程，最好有职能、一线业务部门轮岗工作经历3、熟练使用办公软件，尤其是ppt、表格等关键汇报材料【此岗位为顺心捷达品牌直招】
",0,0,0,0,0
1107,数据分析,iTree Cloud,深圳,15-50人,不限,不需要融资,消费生活,10.0,1-3年,,"[""带薪年假"",""五险一金"",""弹性工作"",""周末双休""]","
熟悉excel，sql，python，会基础爬虫
",1,1,0,1,0
1108,高级数据分析师,酷开网络,深圳,150-500人,本科,不需要融资,移动互联网,17.5,3-5年,,"[""五险一金"",""年终奖金"",""绩效奖金"",""带薪年假""]","
工作职责
1、负责数据驱动，为运营、广告、活动、财务等各业务模块的决策和产品方向提供数据支持； 
2、开展专项分析，深入理解业务，提取、梳理以及分析数据，输出专题分析报告，为产品和运营提供应用建议；
3、总结业务数据分析常用纬度和关键指标，理解业务产品逻辑提出数据采集方案并验证，推动数据产品化落地；
4、构建业务分析体系，针对不同场景设计数据分析模型，为各部门及管理层提供决策依据。
任职资格
1．本科以上学历，硕士以上学历优先，应用数学、统计或计算机专业方向等相关专业；
2．3年以上相关工作经验，熟悉数据分析与数据挖掘理论，有丰富的数据分析建模经验；
3．熟练使用sql/hive，了解数据挖掘常用算法，熟练使用excel、spss或matlab等统计分析工具，掌握至少一门编程语言，如python、r等，对数据分析与处理有一定的经验；
4．拥有敏锐的洞察、分析能力，严谨客观的分析态度；优秀的学习能力，对工作专注、投入；团队合作意识强。
",1,1,0,1,1
1109,游戏数据分析师(JU381),创梦天地,深圳,500-2000人,本科,上市公司,游戏,26.5,3-5年,,"[""绩效奖金"",""五险一金"",""带薪年假"",""节日礼物""]","
        职位描述
 1. 负责公司重点业务场景的数据挖掘工作，帮助业务提升活跃、留存和商业化；
2. 利用数据分析方法，搭建数据模型，动态调整和干预用户游戏行为；
3. 通过python/sql脚本实现自动化模型部署，用户标签生成，以及效果数据评估；
4. 基于研究结果推动问题解决或内容优化，并持续关注后续数据表现及用户反馈；
5. 具备一定的数据挖掘经验，擅长分类、回归、预测等通用机器学习模型



 职位要求
 1. 拥有3年以上数据分析和挖掘工作经验，热爱游戏
2. 对数据及用户反馈比较敏感，能快速定位问题方向，快速展开分析；
3. 熟练掌握数据库sql技能，熟悉python/r等数据分析挖掘工具;
4. 有较强的分析能力，善于总结提炼核心结论，优秀的报告撰写能力者优先；
5. 优秀的逻辑能力及沟通能力，积极主动，善于思考，有较强的抗压性和责任感。

",1,1,0,0,0
1110,游戏业务中台数据分析师,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,27.0,不限,,"[""扁平管理"",""弹性工作"",""大厨定制三餐"",""就近租房补贴""]","
        职位职责：
1、推进游戏数据平台的需求输出与跟进落地，深入理解游戏业务、规划数据埋点方案； 
2、负责游戏专项数据分析工作，包括但不限于用户生命周期刻画，游戏用户生态分析，拉新/回流/付费分析等，为产品、技术优化持续提供数据支持；
3、通过数据监控线上产品运营状况，及时发现数据异常与风险，定位原因并跟进解决。
职位要求：
1、有良好的逻辑思维能力，优秀的分析问题及解决问题的能力，对挑战性问题充满激情 ；
2、熟悉sql，熟悉hadoop/spark/hive等大数据相关组件，熟练使用r/python进行数据清洗、分析者优先；
3、有it大数据分析经验、互联网公司数据分析经验、互联网数据建模分析经验者优先；
4、有数学、统计学、数据挖掘、机器学习、计算机等相关背景；热爱游戏，深入体验过多种类型的游戏者优先。
        ",1,1,0,0,0
1111,数据分析师(偏增长方向) — 飞书,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,30.0,不限,,"[""扁平管理"",""弹性工作"",""大厨定制三餐"",""就近租房补贴""]","
        职位职责：
1、负责互联网产品的用户规模增长 ，为公司增长用户的决策提供支持；并积极协同相关部门一起推动最终决策落地实现；
2、对于用户细分人群进行画像分析、需求挖掘及预测，为用户增长和运营提供基础方法论、顶层架构设计和分析指导；
3、构建并监测各渠道漏斗，分析用户行为，洞察转化的驱动因素，优化漏斗；
4、管理用户生命周期，促进用户持续活跃 。设计并执行ab test，以实验和数据驱动运营动作和产品决策，实现快速迭代优化。
职位要求：
1、5年以上国内外互联网公司运营经验，市场营销，数据分析等相关专业和行业经验；
2、优秀的数据分析能力，数据驱动，并善于从数据发现问题并推动产品迭代；
3、思维开放活跃、擅长创新，追求**的用户体验；
4、能快速理解业务，发掘业务细节和数据之间的联系；
5、有极强的好奇心和探索欲望，项目推动能力强，能迎难而上，充分利用和调动资源；
6、有构建数据仓库、bi应用、互联网行业数据挖掘分析经验者优先。
        ",0,0,0,0,0
1112,高级数据分析师,腾讯,深圳,2000人以上,本科,上市公司,社交,30.0,3-5年,"[""免费班车"",""年轻团队"",""学习机会"",""mac办公"",""定期团建"",""开工利是红包""]","[""免费班车"",""成长空间"",""年度旅游"",""岗位晋升""]","
岗位职责：
1.负责运营成本的数据分析工作，搭建数据分析模型和预测模型。
2.负责运营成本的预算核算管理工作，结合业务资源需求和运营模式，负责提供成本优化建议方案，并执行应用于实际业务。

岗位要求：
1. 硕士以上学历，数学、统计学、计算机等理工科专业，以复合财务管理、经济等专业优先，3年以上数据分析经验。
2.敏锐的数据洞察力、严谨的逻辑思维能力，善于分析、归纳、解决问题，并能量化数据建模。
3.熟练mysql数据库，熟悉python等进行数据提取和处理工作，熟悉业界主流bi产品（如powerbi、tableau等）。
4. 有较好的报告撰写能力，良好的沟通，人际交往能力，以及出色的团队合作精神。
5. 具备cpa/acca等专业资格优先。
",1,1,1,0,0
1113,数据分析师,土巴兔,深圳,500-2000人,本科,C轮,消费生活,20.0,3-5年,,"[""股票期权"",""五险一金"",""带薪年假"",""节日礼物""]","
        岗位职责：
1、负责公司tob、toc材料业务数据的日常监控和分析，维护报表平台的数据输出；
2、配合业务方，提供数据支持，输出相关的数据分析报告，推动业务转化效率提升；
3、负责针对全国材料商和用户数据进行深入统计分析，挖掘用户价值及业务增长点；
4、从核心业务出发，负责宏观行业及市场竞争分析，为业务的整体策略提供支持和建议。

任职要求：
1、数学、统计学、计算机相关专业优先，3年以上工作经验；
2、熟练掌握sql语言，熟练掌握hive、spark、python、r语言、spss、sas中的一种或者多种；
3、逻辑清晰，数据敏感度高，沟通能力强，业务理解能力强，具有吃苦耐劳敬业精神和团队精神；
4、有供应链数据分析或商业分析工作经验者优先。

",1,1,0,0,1
1114,证券业务数据分析师,腾讯,深圳,2000人以上,本科,上市公司,社交,35.0,5-10年,"[""免费班车"",""年轻团队"",""学习机会"",""mac办公"",""定期团建"",""开工利是红包""]","[""免费班车"",""成长空间"",""年度旅游"",""岗位晋升""]","
        岗位职责 
1、支持证券业务数字化运营指标体系搭建与开发，包括业务报表开发、数据分析、用户画像标签开发等工作；
2、通过持续数据分析形成工具或方法论，提炼数据需求，形成数据产品解决方案，并推进方案落地执行；

岗位要求 
1、本科及以上学历，计算机、数学等相关专业，有3年及以上数据处理、分析相关经验 
2、参与过完整的数据采集、数据清洗整理、分析和开发工作 
3、熟练使用python/scala/sql等语言，具有hive/hadoop/spark等大规模分布式计算平台使用经验； 
4、较强的数据敏感度，能结合产品团队的需求完成数据分析和开发 
5、良好的沟通能力和合作意识；具备高度的责任心，良好的结果导向和抗压能力 
6、具有storm/spark streaming等实时计算经验者优先；对金融业务熟悉者优先
        ",1,1,0,0,0
1115,数据分析师-深圳,神策数据,深圳,500-2000人,本科,C轮,数据服务,20.0,5-10年,,"[""节日礼物"",""年底双薪"",""股票期权"",""带薪年假""]","
工作职责：
1、以帮助客户发现业务问题、发挥数据价值为导向，能深入理解客户业务需求与痛点，确定客户业务问题与目标，并给予有效的数据解决方案；
2、从客户业务需求场景出发，指导/协助客户完成多维度指标体系的梳理和建设，并能完成数据采集、管理、分析与应用全流程工作；
3、调动公司内部资源，完成神策分析系统在客户侧的部署及培训，帮助客户实现数据驱动业务的落地与迭代；
4、以解决客户问题为目标，结合行业经验与方法论，提供咨询服务和专题分析报告；
5、总结梳理垂直领域以及标准化实施流程/手册/文档，提升内部数据工作效率；
6、梳理客户成功案例，形成行业指标均值，沉淀领域知识，形成知识库；
7、与产品部门、技术部门配合不断提升数据产品的易用性，形成产品改进文档。

岗位要求：
1、五年及以上金融/互联网/咨询行业数据分析经验，本科及以上学历，数学及计算机相关专业优先；
2、具备优秀的数据分析能力、以及业务感觉，有丰富的数据驱动业务的实战经验；
3、熟练使用统计分析工具，逻辑严谨，能够独立分析和解决问题；
4、具备优秀的沟通意识，良好的现场表达能力，能够独立负责和跟进项目；具备极强的学习能力和自我驱动意识，能够发现问题并解决问题；
5、熟悉数据平台的整体搭建，熟练使用 sql/r/python/excel 等工具。
",1,1,0,1,0
1116,微信游戏数据分析,亿达信息,深圳,2000人以上,本科,上市公司,企业服务,11.0,3-5年,,[],"
        岗位职责：
1、负责微信游戏相关业务的数据上报规划和测试工作；
2、负责运营数据分析，协助输出可落地的运营指导建议；
3、协助数据开发进行相关报表开发、验收，维护数据字典；
4、跟进推动数据相关工作。

岗位要求：
1、熟练使用sql进行数据提取分析，3年以上相关工作经验；
2、熟悉excel、tableau等办公软件；
3、有较强的学习和逻辑思维能力，对数据敏感；
4、大专及以上学历，计算机相关专业。
        ",0,1,1,1,0
1117,金融/银行/互联网 数据分析 数据挖掘岗,长亮科技,深圳,2000人以上,本科,上市公司,企业服务,12.5,1-3年,,"[""五险一金"",""通讯津贴"",""带薪年假"",""定期体检""]","
岗位职责：为银行、信用卡中心、互联网金融、消费金融等各业务条线提供营销和风险相关服务：从银行等公司数据仓库、数据集市或其他外部环境获取数据，使用数据分析或数据挖掘方法，为全行营销细分等方面需求开发模型，建立分析主题，提供分析报告。岗位要求：1、熟悉sas base/r语言/python数据处理和数据分析2、有银行数据仓库，数据集市开发经验，熟悉数据库相关知识及sql语言3、统计类，数学与应用数学类，金融，计量经济学或其他理工类等相关专业4、能从数据仓库平台或其他相关数据平台数据提取对经营分析有价值的数据，并对原始数据进行处理分析。5、了解金融行业特别是银行相关业务知识6、对数据分析，数据模型有强烈的兴趣7、沟通表达能力良好，能独立承担交办的任务8、工作年限2-10年，本科或以上学历优先9、有咨询背景或论文发表背景更加，ppt等文档能力强。
",1,1,0,0,1
1118,数据分析官,FORYON  肤漾,深圳,50-150人,本科,B轮,电商,13.5,1-3年,,"[""节日礼物"",""股票期权"",""带薪年假"",""扁平管理""]","
职位概述：通过dmp、电商数据平台对广告进行多维度分析及优化，打通营销与运营，提升投放精准度。

1，基于对品牌产品、用户、市场的分析，结合aipl、fast模型及费用预算确认投放策略；
2，依据市场部投放策略，确认人群逻辑，研究用户使用习惯、态度和行为，深入挖掘用户需求；
3，定期追踪人群投放效果并进行人群优化，收集品牌&竞品数据，进行人群画像、关联类目、人群流转趋势、内容偏好等分析，输出季度分析报告；
4，收集品牌店铺广告投放渠道（dsp/pxb/sem）数据，利用excel/python进行数据处理，输出花费、成交额、cpc、ctr、roi等多维度月度数据报表；

任职要求：
1，3－5年用户研究／市场调查相关从业经历；
2，善于观察和理解用户的需求，具备较强独立思考能力和逻辑思维能力； 3，社会学、心理学专业优先；
4，具有良好的商业敏感度、业务数据敏感度和优秀的数据分析技能。
",1,0,0,1,0
1121,商业数据分析师,超级猩猩健身,深圳,150-500人,不限,D轮及以上,移动互联网,20.0,3-5年,,"[""岗位晋升"",""扁平管理"",""五险一金"",""带薪年假""]","
        职位描述：
1、负责各业务线的bi分析看板搭建
2、构建全面的、准确的、反映业务特征的数据指标体系, 及时发现与定位业务问题 
3、负责数据报表设计、需求定义、界面原型制作
4、分析并总结构建各业务经营管理规律、用户画像、用户生命周期体系，挖掘运营规律，为业务及管理层提供决策支持
5、负责数据相关项目和工作的推进，并负责积极协调相关部门，及时跟进项目实施
6、对数据保持敏感，负责日常数据系统运营，系统本身数据问题诊断及协调数据开发改进

任职资格：
1、熟练掌握2年以上数据分析/挖掘相关工作经验，熟悉互联网数据分析，有大数据仓库建设项目经验
2、数据敏感度及逻辑能力强，有清晰的思路和数据建模方法论
3、具备较强的规划和统筹能力，有较强的执行能力
4、灵活运用tableau/spss/ibm modeler等数据分析工具者优先
5、计算机/数理统计专业背景优先
6、熟悉零售规律分析者优先
        ",0,0,1,0,1
1122,数据分析师(J10456),传易,深圳,150-500人,不限,不需要融资,社交,17.0,1-3年,,"[""年底双薪"",""交通补助"",""股票期权"",""定期体检""]","
        工作职责:
1. 负责公司音乐产品海量数据分析与挖掘，主动分析用户数据和业务数据，为公司提供数据决策支持; 
2. 挖掘数据特征及数据价值，探索数据商业化，提出产品优化方案，协助提升数据产品用户体验; 
3. 产出商业数据分析报告，解读第三方市场报告，及时发现和分析其中隐含的变化和问题，为业务发展提供决策支持; 
4. 监测日常数据，优化数据埋点，对数据异常波动进行分析，并协助解决数据问题。

任职资格:
1. 本科及以上学历，统计学、数学、计算机等相关专业优先，三年以上数据分析或运营工作经验; 
2. 具有数据思维，熟悉数据分析与挖掘的流程及方法，擅于从数据中发现问题，并提出解决方案; 
3. 有数据建模能力，有app体系化分析经验或推广数据分析经验; 
4. 熟悉sql/hql等数据处理和分析工具并且精通excel，掌握python或shell写数据分析脚本; 
5. 有海量数据提取及分析处理项目经验优先。
        ",1,1,0,1,0
1123,财务数据分析师,AKULAKU,深圳,500-2000人,本科,D轮及以上,金融,15.0,1-3年,,"[""美女如云"",""股票期权"",""高速发展"",""扁平管理""]","
        工作职责：
1、协助建立财务数据分析体系、财务模型，监控关键性财务及经营指标，满足监管需求；
2、提供公司管理所需要的财务数据、财务报表和各项基于目标的财务数据分析；
3、对公司经营情况进行财务分析，并提供经营改善建议，可运用可视化工具，呈现结论；
4、总结与提炼财务数据与业务经营关系，不断优化数据库/数据仓库的完备性和数据处理的时效性；
5、与上级领导紧密合作，对所负责的项目（产品） 的财务环节进行监督及有效跟进，并保持与各项目组沟通，以配合业务和管理需求。

任职资格：
1、统计学、数学、计算机等相关专业本科及以上学历，2年或以上数据分析经验，有财务分析项目、银行系统及业务分析项目经验者优先；
2、较强的数据与财务分析能力，熟练掌握sql、python、excel、ppt等工具，熟悉主流bi工具或有数据可视化经验者优先；
3、良好的沟通能力和清晰的逻辑思维，能够独立解决项目过程中的问题，具有较强的学习能力和文字撰写能力；
4、具有较全面的财务专业知识及财务管理经验，有互联网金融行业工作经历者优先；
5、熟悉主流财务软件（用友、金蝶）或erp财务模块者优先；
6、能使用英语作为主要工作语言，接受不定期出差者优先。
        ",1,1,0,1,0
1124,数据分析岗(001216),五矿证券,深圳,500-2000人,硕士,不需要融资,金融,18.0,1-3年,,[],"
        岗位职责:

职责描述：
1、对海量数据清洗、分析、挖掘、建模，参与模型的维护、部署、评估工作，并形成相应的模型产品；
2、根据业务需求与业务场景，使用机器学习、文本挖掘、数据特征工程、数据聚类分类、推荐系统协同过滤等技术，设计数据建模（模型/算法）解决方案；
3、深入研究公司数据源，整理和发掘数据价值，设计数据产品并推动落地；
4、基于公司业务开展数据挖掘分析算法/工具研究工作，研发创新方法解决业务问题，并组织相应方法／工具的引入，技术规范制定和推广。


任职资格:

任职要求：
1、硕士及以上学历，数据挖掘、数据科学、数学、统计学、计算机、电子通信或者相关专业；
2、熟悉 r、python、scala 等一门及以上数据建模语言，熟悉常用统计，如线性回归、逻辑回归、时间序列、聚类及神经网络等，并对数据结构和算法设计有较为深刻的理解；
3、3年以上数据分析/模型开发经验，具有较强的数据整合，数据分析/挖掘，和解决业务问题的能力；
4、有实时和离线大数据计算经验，熟悉hive/spark/kafka等框架的优先；
5、思路清晰，具备良好的沟通能力和理解能力，较强的学习能力以及快速解决问题的能力；
6、有证券、金融行业经验优先。

",1,1,0,0,0
1125,数据分析岗,AKULAKU,深圳,500-2000人,本科,D轮及以上,金融,20.0,3-5年,,"[""美女如云"",""股票期权"",""高速发展"",""扁平管理""]","
        工作职责:
1、协助建立财务数据分析体系、财务模型，监控关键性财务及经营指标，满足监管需求；
2、提供公司管理所需要的财务数据、财务报表和各项基于目标的财务数据分析；
3、对公司经营情况进行财务分析，并提供经营改善建议，可运用可视化工具，呈现结论；
4、总结与提炼财务数据与业务经营关系，不断优化数据库/数据仓库的完备性和数据处理的时效性；
5、与上级领导紧密合作，对所负责的项目（产品） 的财务环节进行监督及有效跟进，并保持与各项目组沟通，以配合业务和管理需求。

任职资格:
1、统计学、数学、计算机等相关专业本科及以上学历，2年或以上数据分析经验，有财务分析项目、银行系统及业务分析项目经验者优先；
2、较强的数据与财务分析能力，熟练掌握sql、python、excel、ppt等工具，熟悉主流bi工具或有数据可视化经验者优先；
3、良好的沟通能力和清晰的逻辑思维，能够独立解决项目过程中的问题，具有较强的学习能力和文字撰写能力；
4、具有较全面的财务专业知识及财务管理经验，有互联网金融行业工作经历者优先；
5、熟悉主流财务软件（用友、金蝶）或erp财务模块者优先；
6、能使用英语作为主要工作语言，接受不定期出差者优先。
        ",1,1,0,1,0
1126,数据分析师,数神科技,深圳,150-500人,大专,未融资,数据服务,15.5,1-3年,,"[""弹性工作"",""技能培训"",""岗位晋升"",""五险一金""]","
岗位职责:1.对接业务需求,确认报表项目的指标逻辑,指标口径以及参与tableau/powerbi报表的开发以及制作;2.了解和熟悉bi工程师的数据开发流程以及数仓工程师建模的流程 ;3.数据源以及底层表逻辑和字段的梳理,并文档化;4.参与数仓工程师规划、设计划分数据仓库主题层,构建逻辑模型，并且落地各个主题层及表结构5.跟进报表项目进度,包括数据需求分析,报表产品设计,技术研发跟进,数据报表测试,数据报表上线等环节 ;6.负责处理临时取数需求,校验数据等;岗位要求:1.数学,统计,计算机软件,管理信息系统,运筹学相关专业本科及以上学历 ;2.熟悉mysql,hive,sqlserver等至少一种数据库，能够处理复杂的sql脚本3.有良好的数据分析能力,逻辑思维能力强,对数据有一定的敏感性,有零售或者电商行业经验优先4.具有较强的沟通表达，项目管理及组织协调能力;及一定的业务专题分析能力5.优秀的团队合作精神
",0,1,1,0,0
1127,数据分析师,顺丰速运,深圳,2000人以上,本科,上市公司,物流丨运输,18.0,3-5年,,"[""年底双薪"",""绩效奖金"",""带薪年假"",""午餐补助""]","
        岗位职责：

1、收集业务需求，对专项运营策略进行分析，并给出优化建议；

2、对实验性运营动作设计a/b实验，输出投入产出效果和运营建议；

3、设计并产出日常运营数据看板；



岗位要求：

1、本科以上学历，1-3年数据分析经验；

2、要求熟练掌握sql，能熟练使用python/r 优先；

",1,1,0,0,0
1128,数据分析师,OPPO,深圳,2000人以上,本科,不需要融资,硬件,45.0,5-10年,,"[""丰厚年终"",""扁平管理"",""追求极致"",""本分""]","
        岗位职责

1、负责oppo国内海外云服务业务的数据分析工作；

2、搭建并完善业务的报表及监控体系，通过对数据的敏锐洞察，迅速定位业务问题或发现机会，针对异常情况协调资源进行跟踪和深入分析；

3、建设与完善数据分析体系，关注业务动态，解决业务的核心诉求，通过数据驱动业务增长的同时，挖掘流量、产品、策略的商业变现机会，驱动业务商业化发展；

5、负责业务的精细化运营工作。

岗位要求

1、本科以上学历，985/211或同级别海外学历背景学校，5年及以上大数据相关工作经验；

2、熟练使用sql，hive等技术，了解hadoop工作原理；

3、熟练使用linux操作系统，精通shell/python编程；

4、熟练掌握数据分析工具（r、python、excel等），能够独立产出数据报告，熟悉数据采集到报表展示的全流程；

5、有一定的业务数据敏感度，较强的数据分析能力、逻辑思维能力，以及分析问题、解决问题的能力；

6、较强的沟通能力和团队合作能力，勇于承担工作压力。
        ",1,1,0,1,0
1129,数据分析师,志伏贸易,深圳,少于15人,本科,天使轮,电商,17.5,3-5年,,[],"
职责描述：
1. 对卖家账号与商品进行管理与分析，协助上线与运营，价格协商。
2. 综合运用各类分析工具对跨境电商平台与其产品进行分析跟踪，关注市场动态。
3. 基于公司运营、行业洞察、行业热点，策划研究课题，完成数据的提取、清洗、分析、验证，通过数据提炼分析观点，撰写分析报告。
4、负责数据分析体系的规划和建立，对用户进行分层；对接产品、运营、市场的数据分析需求，用数据辅助决策。

任职要求：
英语听说读写流利
1、本科及以上学历，数学、统计、金融、经济等相关专业优先。
2、熟练掌握excel，熟悉sql/sas/spss/r/python 等优先。
3、逻辑严谨细致，有探索精神，工作踏实认真，有较强的沟通推动能力。 对跨境电商行业有兴趣与热情
",1,1,0,1,1
1130,大数据分析师,平安金服,深圳,2000人以上,本科,上市公司,金融,30.0,3-5年,,[],"
        岗位职责：
1、基于银行大数据生态体系，从营销角度分析平安集团与零售银行业绩走势，为管理层提供战略与策略依据；
2、基于市场竞争情报，结合银行内部数据，分析银行各项产品线市场营销状况，挖掘潜在商机，协助制定优化方案；
3、基于非固定非定期需求，以量化数据为着眼点，为银行中高管理层提供有针对性的分析研究报告；
4、全量了解金融行业数据，挖掘外部、集团和银行数据，深度分析客户线上线下及社交媒体行为，为银行市场划分，客群定位，营销推广及策略优化提供全面洞察，并设计落地方案；
5、协同业务部门制定营销策略，与预测模型团队共同设计决策分析手段（如客户细分模型、响应模型、流失模型、客户价值模型等），挖掘客户迁徙和交叉销售机会实现精准营销；
6、合理进行营销投入产出分析，通过科学实验设计，对产品、客群、定价、渠道进行组合策略测试，跟踪评估及调优效果，寻求最精准定位客户；
7、通过业绩数据、客户数据对日常业务经营进行监控，对多种数据源进行深度诊断，对经营中存在的问题进行深入分析和研究，并提出可行性解决建议；

任职要求：
1、数据分析领域3年或以上的实际工作经验， 有金融和互联网行业经验优先，统计、数学、计算机、工商管理等本科以上学历；
2、有很强的逻辑分析和独立思考能力；
3、具备良好的沟通及方案演讲能力；
4、具备团队合作精神；
5、熟练使用office软件，能独立撰写商业数据分析报告；
6、熟练使用至少一种数据整合或分析工具如sql，sas，r，python等。
        ",1,1,0,0,1
1131,高级数据分析师,深融汇,深圳,15-50人,本科,不需要融资,数据服务,20.0,不限,,"[""股票期权"",""年终分红"",""定期体检""]","
        职位描述：
1.对产品进行数据分析，发现问题并配合提出解决方案；
2.跟踪并进行竞品分析，找出产品优劣势。
3.产品运营及推广，销售或客户线索跟踪反馈；
4.产品功能点创新与颠覆。
职位要求：
1.3年以上与数据分析或产品相关工作经验；
2.了解概率论与数理统计的原理及方法，
3.了解数据分析，数据挖掘基本算法和数学模型，有大量数据搜集、整理分析与推断预测的经验；
4.熟练一种统计软件(r, spss, sas等)，有数据处理，统计分析，数据建模，机器学习等相关算法应用经历；
5.掌握一定的关系数据库知识，熟悉sql语言。
        ",0,1,0,0,1
1132,数据分析师,印橙,深圳,50-150人,本科,未融资,广告营销,22.5,3-5年,,"[""带薪年假"",""绩效奖金"",""五险一金"",""弹性工作""]","
岗位职责:1、分析用户行为数据，归纳和分析用户画像、行为特征，与策划、投放运营团队结合，输出运营方案；2、深入研究行业发展趋势，洞察机遇与风险，输出专题分析，为解决客户痛点提供洞察决策；3、熟悉京东数坊4a分布及流转率诊断分析（阿里数据银行fast指标、aipl流转率亦可）；4、定制化的分析报告产出，如特定行业分析报告、品牌的用户分析报告等 ；5、根据数据分析结果，挖掘用户的潜在需求、品牌未来发展方向， 输出运营方案和策略，解决客户痛点；任职资格:1、2年以上用户运营和数据分析工作经历；2、对数据敏感，有能力从多维数据的变化趋势中提取有效信息。有ba或digital相关工作背景优先；3、 逻辑清晰，思维活跃，对数据敏感，善于主动思考，能够通过数据形成清晰的运营观点；4、有京东数坊&九数、阿里数据银行&工厂&策略中心实操经验优先。
",0,0,0,0,0
1133,数据分析师,信条智享,深圳,少于15人,本科,天使轮,电子商务 移动互联网,9.0,3-5年,,[],"
岗位职责：1、各业务系统运营和报表数据分析,定期提交分析报告；2、业务多维度分析需求编写,协调产品和硏发部门完善系统的数据分析功能；3、对相关业务部门的业务分析需求提供支持,制定业务分析数据的管理规范；4、搜集业务部门对业务系统的改进需求,定义需求分级管理,协调产品交付、迭代；5、搜集行业相关信息,为相关需求者提供更准确的数据信息；6、丰富市场分析能力,做岀每日分析计划,熟练掌握各种分析技术;7、对市场、行业、公司运营等提供数据分析计划,为战略决策提供支持;8、发表研究成果或分析评论,配合公司的推广及培训等工作；9、协助部门经理完善部门管理制度;10、对基本面、技术面进行分析研究,给出行情走势分析和判断,撰写研究报告上交公司；任职要求：1、年龄:20-45岁,五官端正,性格开朗,善于沟通；2、全日制本科及以上学历,2年以上报表及数据分析经验3、有相关工作经验者、金融相关专业、有金融从业相关证件者优先录取;4、思路清晰,善于沟通,做事有条理,逻辑性强,工作积极；5、以协助公司持续稳定盈利为大*目标,有志成为业内精英人才。
",0,0,0,0,0
1135,数据分析师,深圳市熙芩时尚贸易有限公司,深圳,15-50人,本科,不需要融资,文娱丨内容,11.5,1-3年,,[],"
岗位职责:1、核心指标的监控和跟踪分析，并对异常波动情况进行深入分析和问题定位；2、提供公司各业务线的定期分析报告；3、特定问题的深入分析；4、市场、品牌投放效果统计与分析；5、搜集行业数据，并给市场、品牌投放提供支持；6、撰写和汇总分析报告。职位要求：1、本科以上学历，数学、统计、计算机等相关专业优先；2、4年以上商业分析经验,熟悉至少一种数据挖掘工具,如r,sas,spss等；3、精通excel，熟悉mysql、oracle、sql server等数据库（至少一种数据库）；4、良好的沟通能力和学习业务能力,敏锐的洞察力；5、有数据管理和决策意识，逻辑思维缜密，具备优秀的分析能力；6、有优秀的业务沟通能力；7、熟悉熟知数据库相关知识，熟悉数据采集与分析方法；具备数据深层次挖掘的能力，善于发现数据的变化规律；8、做事细心，具有很强的责任心，独立解决问题的能力；9、对数据分析有强烈兴趣，有良好的学习能力和强烈的进取心；10、有互联网或互联网金融平台市场投放效果分析经验者优先考虑。
",0,1,0,1,1
1136,数据分析师,九五后营销管理,深圳,50-150人,大专,A轮,金融 广告营销,11.5,3-5年,,[],"
职位描述：
负责游戏上线及版本更新时的效果分析，包括：留存及流失分析、付费分析、功能玩法分析、用户满意度调研等；
任职要求：
1、有电竞行业数据分析经验，分析能力强，逻辑清晰； 
2、通过数据分析，能够较准确预测英雄联盟、王者荣耀、反恐精英、刀塔2
、守望先锋、炉石传说、星际争霸2等游戏赛事情况，准确率不低于70%；
3、有较强的文案撰写能力，能够独立撰写游戏分析报告；
",0,0,0,0,0
